DOWJ,AAL,AAPL,AMZN,CAT,CBRE,CVS,DAL,DD,DIA,DIS,ED,F,FB,GE,GLD,GOOGL,HLT,HYG,IYR,JPM,MSFT,NFLX,SBUX,SPY,T,TLT,TSLA,TWTR,USO,UUP,WMT,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XOM
-0.004955584,-0.012614024,0.006456889,0.005248318,-0.006621478,-0.019365819,0.006516873,-0.008956282,-0.016976439,-0.004974229,-0.004969828,0.004830468,-0.028747451,-0.001164937,-0.02505863,-0.015084169,-0.003089792,-0.00449445,-0.000698404,-0.000495301,-0.01589918,-0.007247774,-0.013184137,0.005824204,-0.003743497,-0.001549857,-0.002072005,0.002588015,0.024679817,-0.004971569,0.00039252,-0.005988062,-0.010054677,-0.012750677,-0.009653084,-0.004795727,-0.001369382,0,0.001321103,0.000334787,-0.005056728,-0.010828576
0.004455377,0.00815431,0.004213456,0.012366878,-0.000740597,0.018229086,0.027050471,0.009959455,0.014566675,0.004642229,0.005618878,0.002361569,0.004228491,0.00588724,-0.008032389,0.000973801,0.007608278,0.016332462,0.001747767,0.005451512,0.006673262,0.012475797,-0.011192193,0.015054926,0.00638061,0.000931424,-0.00224215,-0.024606461,0.011890226,-0.001427584,0.003923115,0.01349835,0.008435389,0.002421658,0.00938625,0.006960401,0.006170294,0.006949829,0.002072996,0.004684396,0.009718997,-0.00318208
-0.005435186,0.009436414,0.002335911,-0.01928999,-0.021494313,-0.008738275,0.003642336,0.008582848,-0.016281762,-0.005726673,0.000886968,0.01617409,-0.005263441,-0.00872399,-0.010526219,-0.016626844,-0.020601876,-0.004180695,-0.001744717,0.007517006,-0.008286194,-0.013560542,-0.032860223,0.003042397,-0.007467258,0.007134029,0.005826552,-0.025745058,-0.024404869,-0.034310189,0,-0.006934393,-0.015875778,-0.034894645,-0.007868341,-0.004785212,-0.008994431,0.004103753,0.009215803,-0.001665223,-0.012186558,-0.017494609
0.015750491,0.019230875,0.014650031,0.002071594,0.032116179,0.007955338,0.021775609,0.003983402,0.009328776,0.016603277,-0.003278665,0.011530318,0.006349506,-0.026903592,0.006546742,-0.000809461,-0.006622123,0.013382113,0.001281514,0.008072401,0.009410698,-0.000185833,-0.012132327,0.00549766,0.008091397,0.019094523,-8.28E-05,-0.009566241,0.013897491,0.008882301,-0.000781588,0.093327478,0.006071028,0.007231308,0.013338159,0.012688517,0.004400575,0.014304063,0.010808784,0.009785235,0.004916967,0.013776897
0.004326891,-0.009696004,0.019969837,-0.002279355,0.022604144,0.014078495,0.006557498,0.003606816,0.010584442,0.004338198,0,0.005699442,0.004206148,-0.005151654,0,0.009270916,-0.006707255,-0.000517851,0.001163751,0.008978387,0,-0.000557314,-0.017553665,0.009803918,0.003520139,-0.001813242,0.001241506,-0.089283086,-0.003046064,0.004402015,-0.005084024,-0.008009018,0.00741385,0.002485183,0.002134524,0.006067067,0.001505996,0.00769234,0.00516218,0.003083499,0.000889588,0.00333329
0.003481555,0.058216716,-0.009743441,-0.002927399,-0.004808544,-0.004627708,0.012757977,0.031805919,0.010178447,0.003586429,-0.004356436,-0.010718248,0.017800924,-0.007479879,0,0.00499425,0.005017046,-0.011787361,0.000465018,0.001563175,-0.001306912,-0.006599669,0.034566615,0.006721437,0.002140041,0.002422091,0.006695348,0.009623576,-0.003971924,0.005113269,-0.002358588,-0.018906502,0.007016997,0.006748268,0.003194967,0.006685996,-0.001503732,-0.000545222,-0.003484913,0.003293605,0.007110449,0.007028031
0.002469055,0.008501905,-0.001949418,0.00357545,0.009519011,0.016060907,-0.012463238,0.003134737,0.005110966,0.002486222,0.003571809,-0.008468171,0.014403246,0.000695624,0.026829205,0.002928336,-0.003715305,0.005767292,0.001510144,-0.006723333,0.006107115,-0.008327939,0.031397729,0.001483713,0.002345445,0.008758594,-0.003366645,0.043638929,0.033435589,0.005087187,-0.005910139,0.000833397,0.003908733,0.005061508,0.003892336,0.007422716,0.001643227,-0.007092264,-0.00717839,0,0.007942839,0.000253666
-0.003434608,-0.02826687,4.66E-05,0.011404774,-0.002571656,-0.004783763,0.002985407,-0.0119791,-0.00101685,-0.003448633,-0.004003863,-0.008666303,-0.017241477,0.005908958,-0.012668199,0.002211998,0.003564917,0.006125342,0.000347857,-0.00556042,-0.003034987,0.010190469,0.018992999,-0.021851939,-0.000593681,-0.021556766,0.003954518,-0.00080764,0.003561969,0.031814934,-0.002774473,-0.004267221,-0.005078625,0.01197766,-0.003524914,-0.009694857,0.003006838,-0.00622701,-0.00741574,0.000984674,0.001050736,0.014334616
-0.002977397,-0.009185769,0.00204604,-0.001049924,-0.020339422,-0.004597647,-0.003653077,0.000527185,-0.009453152,-0.002682937,0.000535962,0.001140233,-0.006191807,-0.004261723,0.005613364,-0.009446453,-0.000482886,-0.005570031,-0.000115815,-0.002188068,-0.002087576,0.004670268,-0.015300165,-0.003028999,-0.001327989,-0.005814026,0.001559274,-0.004787988,0.002070384,0,0.006359329,-0.005121862,-0.006806179,-0.004707159,-0.004598604,-0.002871827,0.002180497,-0.002395869,-0.000746956,-0.000328017,-0.000962107,-0.011005464
0.005198162,-0.00025767,0.003109152,0.001308524,0.010380969,-0.001469656,0.005974977,0.004214976,0.016150119,0.005302381,-0.000624896,0.005441658,0.00519206,0.010121458,-0.00318972,0.017468866,0.012766521,0.004428882,0.001739562,0.005116557,-0.000435789,0.007809647,0.057935528,0.001708947,0.006018343,0.004616918,0.001966242,0.008497348,0.011806308,0.011212323,-0.0047393,-0.00241646,0.013020419,0.007297141,0.003553725,0.004319991,0.010062472,-0.001293176,0.004298943,0.004811427,0.00586588,0.006828439
0.0100538,0.018032066,0.008234564,0.011698413,0.027711206,0.008620686,0.011879086,0.009968446,0.023118174,0.010587218,0.003573584,-0.006670749,0.032024847,0.016089395,0.021600008,0.003766579,0.015783319,0.008429614,0.000347173,-0.001818053,0.017701347,0.011070071,0.016052559,0.004170672,0.007895404,0.005821021,-0.005723856,-0.010996897,0.046966181,0.004850984,-0.003968262,-0.004318088,0.013698467,0.007378562,0.013456306,0.012643441,0.009154699,0.000554978,-0.006141666,0.003591226,0.006440826,0.009796616
0.000551981,0.02960495,0.008075635,0.002666362,-0.00028144,0.007713132,-0.000533556,0.018008667,-0.000988652,0.000230422,0.002225572,-0.005955535,0.002001815,-0.006762156,-0.000783127,-0.007941322,-0.008286462,-0.003729361,-0.000463123,0.010684889,-0.004883825,0.006022029,0.01072468,0.001510323,0.000483244,-0.004873758,-0.006003909,-0.023209208,-0.011145102,-0.004827565,0,0.016183633,-0.003837068,-0.004261546,-0.001048452,-0.00205952,0.001734017,-0.003327875,-0.002060025,0.000542194,0.001989123,-0.001492518
0.002323156,-0.004669273,0.014929541,0.033774501,-0.000985826,-0.00806784,-0.006273572,-0.004592598,0.009895441,0.002647322,-0.001154799,0.009687805,-0.003995842,-0.002042441,0.016457678,0.004574214,0.015081983,0.009164711,-0.000578688,-0.000961067,-0.003271886,0.015962194,-0.00122115,0.003770038,0.005380815,-0.013467972,0.001323778,-0.021964907,-0.003944863,0.015938984,-0.001593691,-0.004475842,0.007536484,0.006152162,-0.000349758,0.000773978,0.009055843,0.001113045,0.007318483,0.006502627,0.011220417,0.007224723
-0.005269001,-0.002469112,0.009193556,0.00214205,-0.019737891,0.002085474,0.001074747,-0.001367081,-0.013671111,-0.005051086,-0.004713124,0.002272406,-0.027081247,0.009892016,-0.015420158,-0.004903657,-0.008073445,-0.007674466,-0.000810827,-0.003487255,-0.004923974,-0.000624893,0.007988269,-0.002816909,-0.004048328,-0.008377283,0.002148575,-0.006098213,0.008203704,0.006139165,0.000798196,0.004809676,-0.011801952,-0.002791505,-0.00769758,-0.006959801,-0.003035343,-0.003149997,0.000372617,-0.00075369,-0.005718616,-0.004328464
-0.000850413,0.001980102,0.011554015,0.005158839,-0.00151006,0.015816902,0.00952653,0.000684578,-0.000997141,-0.000615235,0.000893406,-0.005794206,-0.022680464,-0.010752104,0.013312363,-0.001143939,-0.018047809,0.000515581,0.001275273,0.003740871,-0.005295593,0.003394415,-0.008895407,0.00659128,3.43E-05,-0.000625696,-0.002308884,-0.004915026,-0.012906821,-0.002711862,0.00438595,-0.002497342,-0.003027711,-0.007731175,-0.001057924,0.000649068,0.000794163,-0.000371873,-0.004283083,-0.000215539,0.003948741,-0.004223022
-0.000475252,0.007164116,0.003206992,0.013315405,-0.00439325,-0.02683879,-0.01648093,0.006839875,-0.005846115,-0.000461711,-0.010444525,0.00798184,-0.001054754,-0.02600576,-0.020865465,-0.005109698,-0.016634185,-0.005926229,-0.002081581,-0.010579554,0.004974684,-0.005519458,-0.011096569,0.001496686,-0.001722178,-0.002504616,-0.005781398,-0.042133499,-0.009664586,-0.008837533,0.00436672,-0.005215985,-0.006917483,-0.002149379,0.004941763,-0.000778192,-0.003836116,-0.001301443,0.004488509,-0.007975811,0.001881173,0.0014968
0.000867345,-0.026980645,-0.006524683,-0.021912157,0.016999405,-0.007157898,0.012027076,-0.028362711,0.004733103,0.000731273,-0.00884071,0.014203161,0.002111846,-0.02325316,-0.008681906,0.003453461,-0.010080064,-0.018662556,-0.001048883,0.004617233,-0.004863233,-0.028824686,-0.061661202,0.004857088,-0.002691538,0.005021876,-0.002666212,-0.028413295,-0.060562589,-0.00617285,-0.003557343,0.013213199,0.006625875,-0.001346398,0.000702465,0.007139133,-0.012481515,0.011543497,0.013963706,0.004020097,-0.01075355,0.013326671
0.000803808,-0.029997441,-0.016617482,-0.018302347,0.006970787,-0.005937209,0.015756499,-0.013459283,0.000428205,0.001423819,0.003549636,0.00817936,-0.006322298,-0.027814297,-0.003980941,0.001941416,-0.012601106,-0.000396235,0.000816687,0.0038705,-0.004276037,0.002304355,0.015475699,0.007808135,-0.003009882,0.004996915,0.003675611,0.000748101,-0.058661781,-0.013112463,0,-0.001759634,0.002025332,-0.018468462,-0.004562885,0.003093211,-0.007261069,0.00276088,0.005692433,0,-0.002760778,-0.011062109
-0.003051642,-0.001299465,-0.008068103,-0.003186478,-0.001766114,-0.023037581,0.01603796,0.007441694,-0.001141496,-0.002881681,0.006439333,-0.015611428,-0.016967213,0.003137848,-0.008792865,-0.002730294,-0.005405472,0.009908693,-0.001049224,-0.012168686,0.001928102,-0.004873952,0.00640767,0.011990513,-0.001943296,-0.001864518,-0.008489256,-0.063036203,-0.010386229,-0.001398633,0.002776752,-0.006428136,-0.006569025,-0.000137358,-0.001057924,-0.003083672,-0.003385989,-0.00201911,-0.012233096,0.001514969,-8.64E-05,0.017027237
-0.002294625,0.026021388,-0.013420848,-0.006690302,0.005165541,0.012008717,-0.02134822,0.012310882,0.000857179,-0.002311616,-0.002613325,0.005744077,0.011866262,0.006992146,0.008870865,-0.000706543,-0.002148377,0.001962416,0.001983442,0.006342124,-0.005335964,0.010812319,-0.000774317,0.002005095,0.001738295,0.008405971,0.003693239,0.084561657,0.001639919,-0.00490194,-0.001977891,0.011165639,0.001186919,-0.000412131,-0.001058974,0.005155181,0.003125579,0.00349465,0.004990789,-0.002593369,0.003720227,-0.001466538
0.004408474,0.019020963,0.025283042,0.02482711,-0.000140767,0.006472558,0.001189842,0.012334911,0.000285376,0.004209391,-0.009757915,-0.004221519,-0.007462662,0.010720001,-0.014388522,0.000618645,0.012705675,0.010706339,0.000233084,-0.002060519,0.006331982,0.017004815,0.021583734,0.002728696,0.003297458,0.008644496,-0.007610474,-0.021225911,0.01146033,0.027445485,0.00079274,-0.002683199,0.002032057,0.009481871,0.001060097,-0.000256539,0.008535591,-0.003665753,-0.002574844,-0.000866647,0.008016554,0.014074237
0.001072708,-0.022897013,-0.01241911,0.001434203,0.015841628,-0.004072935,0.020995521,-0.015102133,-0.011986262,0.000846158,-0.001277373,-0.000623286,0.003222379,-0.023743536,0.022708893,0.008390717,-0.015453924,0.007104961,0.002328356,0.000850334,-0.011797578,0.004225207,0.039389823,-0.002721271,0.000242287,0.022956885,0.00235957,0.039722323,-0.036905128,0.012328722,-0.003564387,-0.006932829,0.000507085,0.005172847,-0.00917745,0.003078238,-0.004164561,0.011589415,-0.000921982,0.004987607,0.001881334,0.003258516
0.005656785,0.005603693,0.024155158,-6.53E-05,0.008733114,-0.000215203,-0.003103832,0.007492559,-0.004621617,0.005878782,0.011054318,0.007485916,0.003211804,-0.003950614,0.007930392,-0.003591101,0.008996278,0.012570667,0.001858842,0.005945907,0.003890916,0.010742061,-0.004865572,-0.001455372,0.005914374,0.007779904,0.001513439,-0.003717275,0.021512585,-0.019621107,-0.002782114,-0.008857183,0.003885098,0.000406555,-0.00142502,0.00600937,0.011736347,-0.001454792,0.007567293,0.012406879,0.001707177,-0.009743798
0.00033197,0.006585786,-0.011351053,-0.00989012,-0.004397284,0.006889121,-0.00220548,0.00190245,-0.004933173,0.000420311,-0.012740521,-0.005696518,0.008537764,0.005949471,0.007532485,-0.006504971,-0.003519071,0.01418776,0.000927648,-0.008082201,-0.000176145,0.004074049,-0.00975145,-0.002550649,0.000172019,-0.002375409,-0.004785114,0.019830101,-0.008884454,0.000690147,0.003587117,-0.005571741,-0.000336466,0.005279522,0.007135057,0.004956821,-0.00080009,-0.002731791,-0.005312323,-0.003303366,-0.003749269,0.007288636
-0.003538595,0.014594743,-0.026626092,-0.031550213,0.009109627,-0.022236496,0.015472589,0.000517834,0.00349947,-0.003474774,0.000915157,0.000747246,0.010582361,-0.0107196,0.001577233,0.00522035,-0.015407753,-0.011990841,-0.000695333,0.003526696,0.002995566,-0.010849414,-0.038978471,-0.003287565,-0.005294283,0.000595282,0,-0.001219566,-0.041832676,-0.002068947,-0.004765806,0.002431533,0.003534719,0.001615998,-0.004250691,0.000379452,-0.012543346,0.003652365,0.003314962,-0.003635311,-0.01240157,0.005909283
0.007092355,0.011656806,0.001652237,0.017305818,0.019491228,-0.00043736,0.006529925,-0.002242739,-0.011479096,0.007395197,0.001554515,-0.003360247,0.003141177,-0.001743672,-0.003149577,-0.001496331,0.006276807,0.003666281,-0.000115471,-0.003514302,0.004040803,0.009541628,0.049379157,0.009162495,0.005426226,0.002974514,-0.010459719,-0.033509717,0.012473967,0.015203822,0.001596235,0.00643322,0.001006448,0.006587681,0.004980439,0.009102487,0.006351129,-0.004184891,-0.001835429,0.00579469,0.01273049,0.002637639
0.00605018,0.019857748,0.000595528,-0.00753716,0.024753436,-0.017720358,0.004452433,0.001210322,0.010289556,0.00574358,0.00237377,-0.021978146,0.020876855,0.017217682,0.015797878,0.003878657,0.006134841,0.013099881,-0.001855371,-0.013255409,0.029046434,-0.013338113,-0.001876792,0.006537138,0.001065504,-0.010379766,-0.005967149,0.049340251,0.01026698,0.01701838,-0.000398384,-0.001991067,0.010891438,0.003071972,0.016991148,-0.000876903,-0.002551211,-0.00182711,-0.02169924,-0.001387145,0.000427597,0.011957374
0.00951386,0.006971142,0.00760198,0.009281467,0.021209788,0.018708243,0.005445853,0.003972367,0.018914381,0.009908344,0.016668198,0.001532187,0.003067521,0.018152869,-0.031104296,0.003424652,0.014732495,0.008081558,0.001393897,0.009982833,0.008586908,0.016741393,-0.004360165,0.018040749,0.008103995,0.002097752,0.004630765,-0.002307546,0.011178859,-0.009370776,-0.007174234,0.005355061,0.010774027,0.000266227,0.008701759,0.001504766,0.011847059,0.012630364,0.002067693,0.009722488,0.006838163,0.002244988
0.003245661,0.04082121,-0.010771302,-0.015064567,0.002435808,-0.006121613,0.00251912,0.025460161,-0.004854902,0.002349107,-0.010929926,-0.00701184,0.00407752,-0.018612285,-0.023274443,-0.006825928,-0.016322962,-0.00148007,0.000231944,-0.000488147,-0.006575114,0.006075627,-0.011413354,0.018075513,-0.000913718,0.010167455,-0.000426643,0.0025811,-0.045226143,0.0108108,0.003211616,0.001566502,-0.002158523,0.006608052,-0.003881963,0.006466423,-0.003951508,0.001602029,0.004258519,0.001348834,-0.004419278,0.004126479
-0.006784797,-0.037155852,0.0143802,0.010104373,-0.015219285,-0.004619426,-0.010679736,-0.036906516,-0.021380412,-0.006363887,0.021467326,-0.01643331,-0.026395929,0.015221329,-0.035332929,-0.000176197,0.006347527,-0.009881507,-0.000463878,-0.017580293,-0.009588533,0.003588165,0.023311783,-0.013228916,-0.003322046,0.003848433,-0.002561965,0.001939106,0.003508785,0.019385024,0,-0.010219074,-0.014035659,0.014647205,-0.011134361,-0.01712511,0.004959111,-0.015267165,-0.008857933,0.002015511,-0.006500086,0.016789877
-0.002629309,-0.027870492,0.006340861,0.020776931,0.0005844,-0.015690588,-0.014350926,-0.005399784,-0.003665711,-0.002600115,0.007626156,-0.011878281,-0.020855193,-0.003022792,-0.040033939,0.001586325,0.01214856,-0.00062359,-0.000811849,-0.001615631,-0.002827199,-0.001918659,-0.00048698,0.003704423,-0.000927764,-0.004423394,-0.001027445,0.004371321,0.017832176,0.001311505,0.000800275,0.001896374,-0.005191715,0.006430316,-0.003870565,-0.003052183,-0.001200405,-0.005906297,-0.01369093,-0.003069938,0.004218255,-0.001154719
-0.004036343,0.005635933,-0.007966231,0.000151896,-0.005970558,-0.004714842,0.010565721,0.007180395,-0.015599585,-0.003588641,0.013904805,-0.017041047,-0.01277948,0.012370343,0.010647816,-0.005279353,0.000142428,0.006865498,0.001044792,-0.00915052,-0.01177078,-0.004106362,0.022873108,0.006502556,-0.002992227,-0.012144662,0.007027802,0.028539143,-0.003435259,-0.010478114,0.000399817,-0.005362695,-0.009932633,-0.009649209,-0.012009866,-0.000637927,-0.003738723,0.001113946,-0.00983224,0.002229899,0.002314595,-0.008323687
0.002071245,0.011208505,0.020551715,0.019307798,-0.004570088,-0.002932575,0.004207522,0.008520225,-0.023321956,0.001781818,0.007204302,0.010616775,-0.004315046,0.011320751,0.012291325,-0.008845643,0.011138407,0.017108912,0.001855846,0.002664016,-0.004347115,0.003772509,0.007489114,0.001222256,0.002794238,0.002098947,0.000680905,-0.006654169,0.014133052,0.009927239,0.007194307,-0.004863149,-0.008672096,0,-0.00357521,0.001404155,0.005897378,-0.001298108,0.010319285,0.005085869,0.003421175,-0.000116527
0.000695193,-0.004096233,0.003511929,-0.004957814,0.000131252,-0.002262495,-0.000507915,-0.002930895,-0.015613116,0.000567641,0.007755911,0.01316491,0.002166873,-0.025941659,-0.020815246,0.006336449,-0.000231935,-0.015358464,0.000694737,0.012398571,-0.01466989,-0.000349671,-0.017283462,-0.008719871,0.000103034,0.004787716,-0.002636536,-0.139015354,-0.032630897,0.017038023,0.002380895,-0.002337056,-0.006346374,-0.002765079,-0.010405418,-0.000637238,0.003730752,0.001485586,0.014646414,0.003057159,-0.000852477,-0.008744348
0.00729073,-0.041616487,0.006733343,0.000678974,-0.001377172,0.007709754,0.009908462,-0.021269402,0.007930505,0.008812336,-0.005985978,-0.005512522,0.007567543,-0.012282647,0.070859222,-0.001685016,0.001201307,-0.029586456,0.002893516,-0.008247712,0.005849039,0.010842086,0.019511901,-0.022167464,0.003474428,-0.002680144,-0.007341305,0.17347141,-0.005270542,0.027706143,0.001583519,0.0052176,0.010012055,0.013863287,0.003988378,0.008800944,0.004779,-0.000741765,-0.003418832,0.004939473,-0.003071031,0.009291761
0.004604988,-0.028023191,0.008888577,-0.016489017,0.016679845,-0.008550794,-0.003270517,-0.033745534,0,0.003149353,0.012216053,0.017289176,-0.012875463,-0.019145534,0.019023955,0.011548397,-0.000736444,-0.016711452,-0.000810814,-0.00138605,0.004140925,-0.003978901,-0.011247091,0.000179978,-0.00058289,0.012839493,0.006112633,-0.031155529,-0.004238747,-0.005015669,0.001581093,0.007944943,0.004272723,0.001041909,0,0.002275973,0.000131875,0.005752502,0.013531541,-0.001150361,-0.013520506,0.007574923
0.002033738,0.007792233,0.012168527,-0.009410011,0.021960923,0.005901006,0.008329433,-0.006765365,-0.006633895,0.001420102,-0.006374259,-0.012584218,-0.007608785,0.019456416,0.012987136,-0.003951915,0.003221171,-0.006875817,-0.00266779,-0.006940073,0.009388545,0.00017361,-0.000238709,-0.002158781,0.000548916,0,-0.017371227,-0.020663084,0.029088318,0.013232517,0.003157039,-0.011350489,-0.007147748,0.008065541,0.009389614,0.004162943,0.003038502,-0.010701131,-0.01203455,-0.001884667,-0.003382961,-0.003585282
-0.007488714,-0.022680412,-0.017580946,-0.02219421,-0.009290977,-0.023691319,-0.00638312,-0.013991181,-0.005901503,-0.006344472,-0.00667184,0.006437892,0.002190607,-0.022040182,0.014422982,0.000529053,-0.028443441,-0.014892182,-0.003720927,-0.010038091,0.009015982,-0.020665106,-0.035539038,0.007571724,-0.007815953,0.00589635,-0.00705383,-0.043995935,-0.026887304,-0.021144288,0.000393369,0.001488135,-0.004627994,-0.004129661,0.006797796,-0.00326642,-0.018042989,-0.002424451,0.005329241,-0.009755503,-0.015667239,-0.006616425
-0.006776071,-0.039029485,-0.016228827,-0.010353939,-0.021945662,-0.027732858,-0.009069115,-0.016056757,-0.012810383,-0.007248687,-0.011624818,0.013838417,-0.003278727,-0.009568802,0.041074263,0.002819877,-0.007849992,-0.013658715,-0.004435086,-0.00128373,-0.005638931,-0.005851572,-0.033823699,-0.002326032,-0.005596973,-0.003810084,-0.008594941,-0.07053889,0.005667724,-0.003176632,-0.001179719,-0.009552992,-0.007404818,-0.000129475,-0.004974986,-0.005167593,-0.01260727,-0.000934684,0.015335192,-0.001165395,-0.007516088,-0.002804357
0.001502191,-0.0148188,-0.002318204,-0.013351668,0.000260751,-0.000237659,0.014363796,-0.010626243,-0.000474954,0.001929468,0.010803203,0.004635415,0.015350944,-0.000508497,0.032625095,-0.011072075,-0.010198327,0.007663172,-0.002227179,0.013237513,0.006107223,-0.011415318,-0.006403871,0.013988659,0,0.003530399,-0.003361618,-0.043481634,0.002113469,-0.000637302,0.001181113,0.014789412,-0.000520474,-0.000777712,0.006785727,0.002533852,-0.01127386,0.013847284,0.008390709,-0.000424123,0.002583735,0.009257017
-0.002122152,-0.065459723,0.013853446,0.003164471,-0.02536651,-0.020446994,-0.00388464,-0.024549238,-0.036732134,-0.002265352,0.007498725,0.002691611,-0.033477377,0.004133506,-0.004408446,0.000533122,-0.009299951,0.003736021,0.001527004,0.002156243,-0.006937277,0.012719936,0.01893436,0.0206932,-0.001459149,-0.003272777,0.010118941,0.048850536,0.028822484,0.008928532,-0.000393214,0.025240222,-0.033153961,0.00894939,-0.003902074,-0.01541761,0.003571683,-0.00221488,0.004068082,0.001697628,-0.002932485,0.004412072
-0.031472271,-0.057824113,-0.046326241,-0.061524204,-0.038405068,-0.028883554,-0.007170717,-0.022611092,-0.024983603,-0.030920288,-0.034476794,-0.005880226,-0.014525195,-0.041291889,-0.01992607,0.002486668,-0.046290077,-0.024325439,-0.007156075,-0.015061327,-0.026632866,-0.054338115,-0.083832272,-0.029457644,-0.031663144,-0.019403087,-0.002724236,-0.022526572,-0.084728374,-0.027812869,-0.001180183,-0.013596885,-0.026211811,-0.031366516,-0.030982936,-0.032216609,-0.048459722,-0.01202359,-0.005524835,-0.023620366,-0.03368994,-0.023003156
-0.021325665,-0.01075612,-0.008827799,-0.020447238,-0.01913451,-0.024993753,-0.072605139,0.035606505,-0.005731436,-0.02261176,-0.015151536,-0.022116383,-0.001133621,0.013013616,-0.042168729,0.025691013,-0.001300216,-0.004087176,0.000827108,-0.02724244,-0.029963235,-0.002355004,-0.014698237,-0.020531962,-0.022026626,-0.033485519,0.012159934,-0.018101873,0.007838711,-0.027958407,-0.005513978,-0.019214756,-0.01161509,-0.033841972,-0.02976853,-0.026392436,-0.012660256,-0.024714549,-0.018333376,-0.027012368,-0.017616595,-0.034548076
0.011462184,-0.01151257,0.035719296,0.040276615,0.007803295,-0.002563406,0.018991524,0.011072256,0.01152923,0.012106855,0.013135368,-0.010782227,-0.019296242,0.002543198,-0.03144664,-0.004750349,0.027320946,0.00711354,0.005312923,-0.001981442,-0.010912875,0.034557641,0.057489851,0.028982811,0.013888388,0.015748009,-0.00348223,0.025968375,0.036666658,0.011371243,0.003168292,0.009476143,0.002797923,0.002747245,0.001136385,0.006674585,0.032056085,0.005567376,-0.00113172,0.015386282,0.018495932,-0.002696145
-0.003529577,0.028146307,-0.021385876,-0.015464542,-0.001900419,0.014649183,-0.020380812,-0.004034556,-0.012068347,-0.003789826,0.007370569,0.00066457,0.019675914,-0.001430995,-0.013798675,0.006682258,-0.016153013,-0.008557462,-0.000704523,0.005426806,-0.005703577,-0.017979452,-0.018936249,0.005314382,-0.005617026,0.003410922,-0.000436903,0.003130062,0.022150798,0.000661391,-0.002368676,-0.010441988,-0.003348081,-0.008356254,-0.004540233,0.001894487,-0.016377345,0.006109186,0.004721285,-0.006917845,-0.002304684,-0.006881105
0.021697314,0.047199214,0.022037208,0.033510328,0.013469504,0.0212766,0.009033671,0.02449839,0.022395581,0.02211283,0.024241877,0.010892512,-0.001135147,0.0342626,-0.004115209,-0.001724112,0.027792911,0.022468579,0.003407967,0.021721991,0.021440649,0.031598632,0.039834265,0.018678381,0.02186594,0.000927019,0.00227238,0.065487886,0.044040552,0.003965596,0.000395704,0.021210722,0.016050607,0.008288414,0.016723599,0.016882719,0.030142065,0.011195335,0.010338395,0.027421526,0.020049929,0.004701538
-0.003556041,0.008714279,-0.004321324,0.006467186,-0.016491613,-0.016369044,0.008681474,0.022406308,-0.011450229,-0.003683333,0.008090182,0.000131523,-0.004545329,0.004030731,0.007438051,-8.64E-05,-0.004845192,-0.001473843,-0.001991045,-0.004896309,0.011139852,-0.00261266,0.052829153,0.022314553,0.000178286,0.005557284,-0.005929545,-0.017390353,-0.010713143,-0.024358123,0.005142423,0.007828103,-0.006428977,-0.00630233,0.010093504,-0.007304975,-0.004597948,0.004691335,-0.001860481,0.005273459,-0.0082428,0.003694842
-0.012729395,-0.044980758,-0.023373743,-0.033307316,-0.039196148,-0.006807878,0.002286263,-0.021546845,-0.016619162,-0.01280302,-0.008110636,0.003284645,-0.028538787,-0.028227324,0.015586381,0.001122698,-0.026321564,-0.033145249,-0.00422484,-0.001165271,-0.015842778,-0.019962035,-0.04932827,-0.007783492,-0.014441079,-0.002149226,-0.000350922,-0.028957227,-0.00879859,-0.017543811,0.00432899,-0.00403897,-0.011277545,-0.004963102,-0.01665443,-0.017259841,-0.019596915,-0.001307396,0.001491084,-0.011347912,-0.019179767,0.004294268
0.002556818,-0.000623861,0.015230082,-0.003778091,-0.026826731,0.004061941,-0.004696172,0.004893622,-0.018607104,0.00313588,0.023411987,0.013357717,-0.001175226,-0.00561577,0.014539729,0.000776432,0.00662169,-0.019292166,0.000589162,0.007648521,-0.001665138,0.001474726,-0.040494876,0.000341105,-0.000542713,0.011384559,-0.0021936,-0.014815671,-0.015705052,0.010989,-0.00195929,0.010190219,-0.007105488,-0.008868272,0.003763741,-0.003675999,-0.00042832,0.022816452,0.015633633,-0.009095807,-0.009777557,0.001466077
-0.004988524,0.003745257,0.006110135,0.014325164,-0.019875236,-0.007332514,-0.018064083,0.01592057,-0.024699882,-0.005033139,-0.005298605,-0.007236925,0.007185561,0.004738693,-0.014331355,-0.00258601,0.005600844,-0.007076144,0.000471325,-0.013122618,-0.01436385,0.00892674,-0.009408738,0.004091399,-0.00448881,-0.006084618,-0.001319401,0.003653893,0.012140145,0.001358662,0.003533599,-0.000102891,-0.007909488,-0.011044051,-0.021372368,-0.003416289,0.008284361,-0.00749678,-0.006413652,-0.00819569,0.004043683,-0.010003632
