DOWJ,AAL,AAPL,AMZN,CAT,CBRE,CVS,DAL,DD,DIA,DIS,ED,F,FB,GE,GLD,GOOGL,HLT,HYG,IYR,JPM,MSFT,NFLX,SBUX,SPY,T,TLT,TSLA,TWTR,USO,UUP,WMT,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XOM
0.002780239,0.03289599,0.002754898,0.009090198,-0.005984134,0.000657003,-0.018705773,0.011582355,0.005989527,0.003146421,-0.01307782,0.009674822,-0.008137536,-0.001229135,0.013793168,0.006703458,0.00411933,-0.00879528,0.001720981,0.015774338,0.00486503,0.024477045,-0.030487806,-0.006644414,0.00049648,0.000267099,0.00590145,0.024550315,0.007416027,0.006201545,-0.001288755,-0.010489224,0.000794868,0.000668192,0.002697293,0.003019255,0.007506282,-0.004648041,0.011093543,-0.014210633,-0.00323595,0.005992064
0.001427196,-0.008100056,0.002090507,-0.041967354,-0.003317428,0.002626455,0.001270907,-0.006165294,-0.027520462,0.000688389,0.016747948,-0.020034938,-0.004557779,0.033174578,-0.009276674,0.003290292,-0.0005329,0.001284306,-0.001886234,-0.016675091,0.0103744,-0.007893837,-0.0193488,-0.014258092,-0.001134812,0.045660821,-0.01449282,-0.014281272,0.051530413,0.020030835,-0.005161335,-0.010131264,-0.013661654,0.010287485,0.009414896,-0.001755889,0.000876865,-0.004323725,-0.015674014,0.000340533,-0.011130674,0.020274923
-0.0254232,-0.033036439,-0.043390183,0.028740972,-0.029277572,-0.037109817,-0.029699262,-0.031903586,-0.035510154,-0.025571492,-0.01620056,-0.010031938,-0.019230718,-0.014552787,-0.02372022,-0.013117887,-0.052801747,-0.036263922,-0.006338756,-0.0102266,-0.0221615,-0.02631031,0.008903253,-0.004107135,-0.021769982,-0.02783439,-0.009279441,-0.015748031,-0.044952076,-0.015105726,0.006052826,-0.009855856,-0.026252294,-0.041787914,-0.021985231,-0.020103043,-0.029630687,-0.019107129,-0.007165596,-0.014069982,-0.009567747,-0.050971268
-0.046048851,-0.043076992,-0.024984546,-0.027938007,-0.040701067,-0.05282253,-0.040941714,-0.038447425,-0.0430244,-0.045737925,-0.036798624,-0.010646369,-0.043884308,-0.047403849,-0.046675212,0.002531843,-0.050759417,-0.033151838,-0.00556751,-0.032173656,-0.047952493,-0.041185298,-0.049246526,-0.019365183,-0.041822823,-0.037825206,0.009449848,-0.030894531,-0.03047843,-0.020705484,0.004297387,-0.042017757,-0.038206941,-0.041954066,-0.050408738,-0.045390314,-0.04181723,-0.036302523,-0.01643942,-0.044308932,-0.033715269,-0.056902906
0.023290288,0.028536995,0.041791729,0.038014364,0.035279146,0.017951173,0.009547025,0.011043524,0.059699211,0.023389536,0.01404025,-0.016206322,0.050781338,0.022343612,0.024144977,-0.010496424,0.020745714,0.009761028,0.006065196,0.003513614,0.030422911,0.037840689,0.045072001,0.016822053,0.01970251,0.00546011,-0.006213219,0.002521527,0.004377263,-0.005481648,0.002139457,0.008092783,0.032673995,0.007922709,0.018292562,0.018267407,0.028728387,0.011025469,-0.014879768,0.011078984,0.025580861,-0.017185028
-0.000779517,0.004298651,-0.02140706,-0.018061557,-0.013234321,0.000235178,0.004458496,0.014124237,-0.017944039,-0.000803233,-0.013280579,-0.008170766,0,-0.027683368,-0.001309849,-0.004705666,-0.026760619,0.016482644,-0.00370982,-0.00390548,0.006779018,-0.018832744,-0.004365511,-0.015368042,-0.005424933,0.00271523,-0.009503342,0.033026915,0.066164821,-0.025984246,0.007685805,0.019326018,-0.00899264,-0.016721475,0.000704506,0.001846471,-0.012818496,-0.004362241,-0.004759148,-0.001191048,-0.003058114,-0.017996148
-0.041492555,-0.05447487,-0.02751646,-0.046782159,-0.054101172,-0.014574582,-0.051109654,-0.04865369,-0.033852772,-0.040561124,-0.032550631,-0.00704212,-0.030669133,-0.047729999,-0.052458921,0.001522577,-0.045195716,-0.040965588,-0.008727023,-0.029471196,-0.044210191,-0.051333398,-0.054656757,-0.012669638,-0.037508776,-0.036826538,-0.001093909,-0.086289823,0.121516183,-0.022635387,0,-0.027515786,-0.035120031,-0.030232586,-0.043998488,-0.038577969,-0.041428316,-0.021540654,-0.0112263,-0.034700611,-0.039877352,-0.011307493
0.013848829,-0.004938142,0.012231443,-0.008071103,0.022056026,-0.000477019,-0.016442355,-0.015030322,0.018619148,0.01407796,0.017168181,0.028903968,0.009587711,0.026401671,0.033910026,-0.001680323,0.038264974,0.022501953,-0.002817363,0.020754894,0.020022333,0.037289591,-0.002519012,0.015064011,0.015021533,0.013494654,-0.006318963,-0.015258692,0.044068917,-0.019024028,0.000847409,-0.006498658,0.01741553,-0.000749305,0.019145806,0.010819066,0.024512079,0.002052196,0.021025985,0.014206208,0.006689311,0.006374384
0.016963781,0.035773446,0.040278641,0.034808902,0.020642128,0.029832934,0.006917668,0.031510037,0.033966571,0.017105277,0.00291012,0.006632662,0.016144281,0.001703498,-0.008032141,0.004808897,0.007923422,0.017282152,0.006827627,0.003002226,0.015448881,0.010773282,0.033992107,0.0146575,0.014684534,0.008876487,0.004408898,0.017105848,-0.017772119,0.002529569,-0.003386934,0.001811292,0.020198535,0.016349229,0.014089489,0.016122455,0.017944163,0.010240194,0.00761931,0.009378931,0.01358717,0.008445345
0.001592588,0.015571852,0.010017861,0.020400676,0.011031549,0.022943171,0.003434603,0.002305663,-0.015172716,0.001624934,0.007060662,0.00449908,-0.010280438,-0.018479733,-0.010121508,0.005663229,-0.000398312,0.016988553,-0.003156632,0.007619085,0.006175169,0.007853972,0.001240461,0.005236461,0.002487248,0.006323774,0.004474235,0.025116373,0.080452271,-0.001682124,-0.005522534,0.014364726,-0.002516637,-0.004132403,0.004275011,0.002266694,0.002474311,0.004607479,0.0044962,0.000723855,0.00518603,-0.001570074
0.010269335,0.003931602,0.018437347,0.025832294,0.026563688,0.020389704,-0.004564301,0.000575109,0.008197939,0.011071888,0.004610011,-0.014799449,0.014164284,0.036788973,0.015678198,0.017052616,0.017606709,0.033169034,0.001759607,-0.004860892,0.023125245,0.015658156,0.029929962,0.005748089,0.013496356,-0.005191237,-0.011093437,-0.004171062,0.009270376,0.026116295,-0.007689004,0.00712997,0.0134566,0.01452295,0.023767297,0.012637991,0.018355678,-0.000550326,-0.011190144,0.011334983,0.015964219,0.002096947
0.012327677,0.01174854,0.033578382,0.007380835,0.012147305,-0.002442287,0.010030271,0.014367603,0.007289969,0.01283613,0.005544968,0.016075795,0.001862356,0.002450994,-0.003355699,0.001169845,0.01739539,-0.016401153,0.008078246,0.009904831,0.004173047,0.020372164,0.053646575,0.010537741,0.012759846,0.016204411,0.003399263,0.036486643,-0.00414813,0.012315239,-0.004304872,0.015044557,0.00746899,-0.0024832,0.005543986,0.015107685,0.019085124,0.01651984,0.022222109,0.011088642,0.00891049,-0.003269693
0.000754422,-0.001741711,-0.003237243,-0.008941323,-0.023065565,0.006009358,0.020002818,-0.001888485,0.001391906,0.00041679,0.012835138,0.008559208,-0.013940698,-0.014447688,0.013468058,-0.003271583,0.003793446,-0.015255356,0.004065262,0.008464385,-0.007185617,-0.007122752,-0.006243979,-0.001767555,0.000293124,0.003783738,0.005420613,0.004250555,-0.016364154,0.004055166,0.00691754,0.015014783,-0.003624494,-0.002489444,-0.001378217,0.000258842,-0.001486387,0.003972544,0.008856728,0.007193208,-0.004843201,0.004330131
-0.010096634,0.002714291,-0.00336366,0.013570905,-0.004670737,-0.006637151,-0.017246102,-0.007190067,-0.004586672,-0.010358815,-0.005162829,-0.018130341,0.001885276,-0.007611672,-0.020598051,-0.01344171,0.007384725,0.012489552,-0.003470275,-0.012390081,0.000261674,0.007826041,0.000107708,-0.009029729,-0.006261168,-0.009962025,-0.004380436,-0.002146118,-0.006654604,0.000807773,0.006440503,-0.101832404,-0.004464286,-0.005431594,-0.00310563,-0.010091808,0.000893089,-0.022661951,-0.012968852,-0.01100567,-0.003053811,-0.010321364
-0.006688259,0.020494828,-0.004538873,0.009922749,-0.002121313,-0.009354164,-0.026889525,0.01315026,-0.009215066,-0.006536942,-0.008775211,-0.011655211,-0.002822237,0.010794894,-0.016960482,-0.004594377,0.009206349,-0.000237171,-0.004527097,-0.016592513,0.004184475,-0.013265892,0.008939224,0.002322694,-0.004974283,-0.012510376,-0.012268471,-0.004391078,0.01644339,-0.008071056,0.003839623,-0.027521056,-0.003487689,-0.016826585,0.001384488,0.000261204,-0.006394939,-0.011961706,-0.01313942,-0.004143452,-0.001435788,-0.011353124
0.006641771,0.003789326,0.008359224,0.001631863,0.023384673,0.006744587,-0.011052913,-0.005770348,0.013669641,0.007145038,0.001808591,0.004240251,0.002830225,0.006070495,0.008971588,0.005093103,-0.003456768,-0.01079625,0.000699859,0.009327949,-0.00182311,0.002623395,-0.010318794,-0.012477612,0.001296142,0.004406584,0.002998309,0.03861394,-0.038046747,0.024410105,-0.003399972,0.013658265,0.006666557,0.010959277,-0.008295857,0.006664344,0.001197263,0.002607563,0.00512098,-0.001545427,0.001245988,0.012952277
0.013921283,0.00773887,0.017391212,0.009869817,0.022346822,0.026127781,0.002353085,0.017316636,0.018490123,0.013708033,0.019099201,0.02427735,0.006584982,0.02402362,-0.000358604,-0.001266854,0.016388811,0.005157084,0.006641514,0.016988437,0.020264313,0.025400646,0.028007398,0.013357337,0.015939278,0.00685466,0.008881875,0.016985799,0.017128596,0.014297085,0.002132159,0.001293696,0.014735104,0.021681073,0.014987903,0.008307149,0.020930045,0.009660163,0.026085125,0.01595423,0.013977984,0.022014325
0.015775561,0.030155479,0.019771983,0.014633301,0.007881167,0.015016292,0.001026941,0.02300792,0.010920015,0.015855596,0.0238695,-0.008630542,0.017757102,0.008947566,0.011041851,0.002457567,0.013837536,-0.019925848,0.001736393,0.003474421,0.012445782,0.014458689,0.028783308,0.018346843,0.011612303,0.020152656,0.000338616,0.015253588,-0.015309247,0.007047705,-0.001276607,0.002475868,0.004405286,0.005959356,0.015109765,0.013774591,0.015668634,0.006255687,-0.002978959,0.012656851,0.008403554,0.01689647
-0.011639391,-0.013454563,-0.003240568,-0.006550787,-0.014845288,0.009219561,0.000293137,-0.019564789,-0.019419264,-0.011521137,-0.044986812,-0.01689188,-0.025711857,-0.018763781,-0.010238786,-0.010438906,-0.022899311,-0.02800102,-0.002657787,-0.021041328,-0.011871708,-0.012785322,-0.012068324,-0.010494907,-0.012486445,-0.015750202,-0.001438564,-0.017990104,-0.026119408,-0.016329708,0.006391193,-0.017182173,-0.01380767,-0.013004109,-0.009472158,-0.012571622,-0.010092346,-0.013165095,-0.015936534,-0.010415502,-0.021161184,-0.01699622
-0.014987392,-0.000184374,-0.001513565,0.000310831,-0.041113607,-0.006798379,-0.007618957,0.005221888,-0.028468708,-0.014805693,-0.01630586,-0.010177187,0,-0.017304085,-0.02689655,-0.001038898,-0.012160934,0.011898702,-0.001506136,-0.00244863,-0.015848699,-0.004564865,0.002649666,0.009368965,-0.010130235,-0.015459605,0.006355845,-0.022593216,0.017241409,-0.022134367,0.002963671,-0.016499015,-0.017789359,-0.02298337,-0.0140028,-0.014274534,-0.007136633,-0.010376213,-0.00688232,-0.016021572,-0.004495791,-0.022709698
-0.016789141,-0.014193508,-0.017516489,-0.012562399,-0.028455086,-0.007486598,-0.008563413,-0.010204143,-0.021906082,-0.016866301,-0.00571933,-0.004006009,-0.030160038,-0.013346819,-0.006378493,-0.00223999,-0.029449605,-0.01599707,-0.00662851,-0.003136647,-0.017922001,-0.009811226,-0.003397592,-0.016287346,-0.014540586,-0.00826444,0.006826264,-0.035358261,0.011927215,-0.001616775,-0.003377009,-0.01033226,-0.010229803,-0.001498355,-0.017318919,-0.019569647,-0.016576219,-0.002246793,0.000203713,-0.015925883,-0.010762135,-0.007129945
-0.002881872,-0.0056097,0.006914478,0.004553249,-0.025627282,-0.006465583,0.004616297,-0.001686908,-0.004799352,-0.002561251,0.004094793,-0.003217542,0.010689846,0.003864912,0.007132727,0.005372019,0.011881521,-0.005670997,0.005629216,-0.001778324,-0.000969804,0.002154042,0.036709159,0.013530423,0.005154951,0.009722165,-0.008129352,0.012661296,0.023573148,0.001619393,-0.004235502,-0.003479893,-0.00101671,0.00465185,0.002467333,-0.000265931,0.009546415,0.008444484,-0.002649322,0.010144853,0.000971554,0.00465461
0.013721509,0.000188118,0.003461897,0.015570728,0.032381345,0.014099817,0.012600173,0.009951318,0.017974599,0.014224479,0.004078094,0.023402893,0.017307707,0.021401873,0.02124649,-0.001674767,0.009795778,-0.008618398,0,0.011237409,0.015354613,0.006340608,0.04633786,0.001053957,0.011557723,0.009628554,-0.002703817,-0.005281657,0.047878843,0.017784985,0,0.013630748,0.013229323,0.010605057,0.014064646,0.011979024,0.010195061,0.008745686,0.020433104,0.009086713,0.011935774,0.009530049
0.00037626,0.007144214,-0.000848405,0.009208413,0.017403604,0.004491959,-0.009661698,0.000929471,0.016221525,0,0.014795527,-0.012485286,0.004726095,-0.00343678,0.01525653,0.010784458,0.005608549,0.009204832,0.001399227,0.006369584,0.000869176,-0.003417407,0.032444448,0.000701781,0.002535134,0.004632122,0.000931946,-0.015449209,-0.004337811,-0.001588599,-0.002552127,-0.01022465,0.011047882,0.000591053,0.004160873,0.004472184,0.002193805,0.000737979,-0.013415927,-0.00142175,0.006904567,-0.001180066
-0.003325807,0.01008035,-0.009282836,0.004786546,-0.014569198,-0.001703535,-0.002069669,-0.005757835,-0.008758182,-0.002933371,-0.012864565,-0.008783391,0,0.021860095,-0.008879758,-0.006401625,0.01284405,0.003293421,-0.00244535,0.005117097,-0.003733913,0.005786613,-0.01248385,0,-0.000366285,0.001084914,-0.001100236,0.012492308,0.038629045,-0.017501935,-0.00085283,-0.01482148,-0.003642298,-0.00753323,-0.001726496,-0.000130998,0.005546194,-0.009032261,-0.00750968,0.00510207,-0.006761835,-0.025203562
0.00378413,0.012566914,0.010912435,0.00444012,0.013728525,0.002133073,0.01259084,0.020736084,0.005842723,0.004151247,0.004247439,0.011143527,-0.001881729,-0.007457462,0.000689129,-0.002386279,0.012860494,0.000126393,0.001167198,0.005090936,8.72E-05,0.006072829,-0.012953056,0.007715373,0.004838934,0.005418571,0.00576224,-0.009629798,-0.025447424,-0.016194393,0.00640202,0.008025845,0.00083086,-0.000297689,0.003113012,0.005238322,0.004353972,0.009114586,0.007361954,0.006728574,0.003164186,-0.00188509
0.017695343,0.023361883,0.017180797,0.017417827,0.030340481,0.012984262,0.01331178,0.026537344,0.02337782,0.017740976,0.006728925,-0.000929299,0.011310027,0.015849509,0.028925748,0.000956807,0.027855957,0.028531766,0.003614822,0.00626526,0.028760592,0.022344685,0.045552058,0.017226261,0.017402508,-0.00161661,-0.00657177,-0.005864457,0.014347203,0.026337503,-0.001272276,0.00909913,0.018097309,0.019056136,0.024138088,0.022016574,0.018930665,0.006451615,0.002841906,0.014423333,0.015484656,0.005936267
-0.006201945,0.007669019,0.009667761,0.012350449,-0.023696727,0.001680984,-0.003753384,0.001248073,-0.012321752,-0.006310106,0.004201205,0.005981116,0.007455963,-0.002537393,0.010709402,0,0.004384832,-0.004173454,-0.001626511,0.005033504,-0.003219264,0.002382266,-0.030593817,0.016079391,-0.001255147,0.008366877,0.005766854,0.056056471,0.004243325,-0.008019277,-0.001273896,-0.007326278,-0.002446242,-0.000292147,-0.003367092,-0.012364648,0.003120119,-0.001831545,0.004251112,-0.004277062,0.003294209,0.009119947
-0.006814518,-0.0047788,-0.009630093,-0.006387653,-0.005242563,-0.001048862,-0.011012871,0.007656668,-0.01079329,-0.006905749,-0.013692106,-0.002642481,-0.002775244,-0.015587734,-0.044370851,0.001911724,-0.022316964,0.001479398,-0.003142039,0.001581715,-0.011983637,-0.024387464,-0.016868917,-0.005892206,-0.006462829,0.00080313,0.005059727,-0.010622018,-0.039154912,-0.010509306,-0.002551042,0.00261141,-0.004086937,-0.007160508,-0.011148727,-0.004904357,-0.01145196,-0.000734052,0.00221741,0.001276968,-0.007036084,-0.009436228
